2026-09-26T13:18:03.0044794Z ##[group]Run chmod +x scripts/verify-16kb-alignment.sh
2026-09-26T13:18:03.0045316Z [36;1mchmod +x scripts/verify-16kb-alignment.sh[0m
2026-09-26T13:18:03.0045723Z [36;1m./scripts/verify-16kb-alignment.sh[0m
2026-09-26T13:18:03.0109112Z shell: /usr/bin/bash -e {0}
2026-09-26T13:18:03.0109451Z env:
2026-09-26T13:18:03.0109830Z   JAVA_HOME: /opt/hostedtoolcache/Java_Temurin-Hotspot_jdk/17.0.20-1/x64
2026-09-26T13:18:03.0110434Z   JAVA_HOME_17_X64: /opt/hostedtoolcache/Java_Temurin-Hotspot_jdk/17.0.20-1/x64
2026-09-26T13:18:03.0110944Z   GRADLE_ACTION_ID: gradle/actions/setup-gradle
2026-09-26T13:18:03.0111333Z   GRADLE_USER_HOME: /home/runner/.gradle
2026-09-26T13:18:03.0111699Z   GRADLE_BUILD_ACTION_SETUP_COMPLETED: true
2026-09-26T13:18:03.0112072Z   GRADLE_BUILD_ACTION_CACHE_RESTORED: true
2026-09-26T13:18:03.0112598Z   DEVELOCITY_INJECTION_INIT_SCRIPT_NAME: gradle-actions.inject-develocity.init.gradle
2026-09-26T13:18:03.0113169Z   DEVELOCITY_INJECTION_CUSTOM_VALUE: gradle-actions
2026-09-26T13:18:03.0113625Z   GITHUB_DEPENDENCY_GRAPH_ENABLED: false
2026-09-26T13:18:03.0113990Z   ANDROID_HOME: /usr/local/lib/android/sdk
2026-09-26T13:18:03.0114358Z   ANDROID_SDK_ROOT: /usr/local/lib/android/sdk
2026-09-26T13:18:03.0114801Z   ANDROID_NDK_HOME: /usr/local/lib/android/sdk/ndk/28.2.13676358
2026-09-26T13:18:03.0115217Z ##[endgroup]
2026-09-26T13:18:03.0236215Z === Android 16 KB Page-Size ELF Alignment Verification ===
2026-09-26T13:18:03.1270634Z ✅ PASS: runtime/retropack-runtime-fceumm/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-fceumm.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1273626Z ✅ PASS: runtime/retropack-runtime-genesis/build/intermediates/cxx/Debug/595bv372/obj/arm64-v8a/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1276238Z ✅ PASS: runtime/retropack-runtime-genesis/build/intermediates/cxx/Debug/595bv372/obj/x86_64/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1279671Z ✅ PASS: runtime/retropack-runtime-genesis/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/arm64-v8a/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1283508Z ✅ PASS: runtime/retropack-runtime-genesis/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/x86_64/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1286664Z ✅ PASS: runtime/retropack-runtime-genesis/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/arm64-v8a/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1289792Z ✅ PASS: runtime/retropack-runtime-genesis/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/x86_64/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1292749Z ✅ PASS: runtime/retropack-runtime-genesis/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1295701Z ✅ PASS: runtime/retropack-runtime-genesis/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1299101Z ✅ PASS: runtime/retropack-runtime-genesis/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1301318Z ✅ PASS: runtime/retropack-runtime-genesis/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-genesis.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1303679Z ✅ PASS: runtime/retropack-runtime-melonds/build/intermediates/cxx/Debug/4l53r62e/obj/arm64-v8a/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1305171Z ✅ PASS: runtime/retropack-runtime-melonds/build/intermediates/cxx/Debug/4l53r62e/obj/x86_64/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1308142Z ✅ PASS: runtime/retropack-runtime-melonds/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/arm64-v8a/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1310745Z ✅ PASS: runtime/retropack-runtime-melonds/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/x86_64/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1312534Z ✅ PASS: runtime/retropack-runtime-melonds/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/arm64-v8a/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1314216Z ✅ PASS: runtime/retropack-runtime-melonds/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/x86_64/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1315924Z ✅ PASS: runtime/retropack-runtime-melonds/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1317938Z ✅ PASS: runtime/retropack-runtime-melonds/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1319700Z ✅ PASS: runtime/retropack-runtime-melonds/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1321436Z ✅ PASS: runtime/retropack-runtime-melonds/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-melonds.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1322934Z ✅ PASS: runtime/retropack-runtime-mgba/build/intermediates/cxx/Debug/3jh5r5m6/obj/arm64-v8a/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1324253Z ✅ PASS: runtime/retropack-runtime-mgba/build/intermediates/cxx/Debug/3jh5r5m6/obj/x86_64/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1325856Z ✅ PASS: runtime/retropack-runtime-mgba/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/arm64-v8a/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1327880Z ✅ PASS: runtime/retropack-runtime-mgba/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/x86_64/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1329618Z ✅ PASS: runtime/retropack-runtime-mgba/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/arm64-v8a/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1331200Z ✅ PASS: runtime/retropack-runtime-mgba/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/x86_64/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1332781Z ✅ PASS: runtime/retropack-runtime-mgba/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1334394Z ✅ PASS: runtime/retropack-runtime-mgba/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1336002Z ✅ PASS: runtime/retropack-runtime-mgba/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1337881Z ✅ PASS: runtime/retropack-runtime-mgba/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1339417Z ✅ PASS: runtime/retropack-runtime-mupen64/build/intermediates/cxx/Debug/1k4d283o/obj/arm64-v8a/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1340880Z ✅ PASS: runtime/retropack-runtime-mupen64/build/intermediates/cxx/Debug/1k4d283o/obj/x86_64/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1342949Z ✅ PASS: runtime/retropack-runtime-mupen64/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/arm64-v8a/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1344832Z ✅ PASS: runtime/retropack-runtime-mupen64/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/x86_64/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1346598Z ✅ PASS: runtime/retropack-runtime-mupen64/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/arm64-v8a/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1348624Z ✅ PASS: runtime/retropack-runtime-mupen64/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/x86_64/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1350324Z ✅ PASS: runtime/retropack-runtime-mupen64/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1352032Z ✅ PASS: runtime/retropack-runtime-mupen64/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1353752Z ✅ PASS: runtime/retropack-runtime-mupen64/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1355473Z ✅ PASS: runtime/retropack-runtime-mupen64/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-mupen64.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1356981Z ✅ PASS: runtime/retropack-runtime-pce/build/intermediates/cxx/Debug/394c2d41/obj/arm64-v8a/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1358770Z ✅ PASS: runtime/retropack-runtime-pce/build/intermediates/cxx/Debug/394c2d41/obj/x86_64/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1360415Z ✅ PASS: runtime/retropack-runtime-pce/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/arm64-v8a/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1362215Z ✅ PASS: runtime/retropack-runtime-pce/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/x86_64/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1363903Z ✅ PASS: runtime/retropack-runtime-pce/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/arm64-v8a/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1365503Z ✅ PASS: runtime/retropack-runtime-pce/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/x86_64/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1367374Z ✅ PASS: runtime/retropack-runtime-pce/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1369182Z ✅ PASS: runtime/retropack-runtime-pce/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1370830Z ✅ PASS: runtime/retropack-runtime-pce/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1372501Z ✅ PASS: runtime/retropack-runtime-pce/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-pce.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1373995Z ✅ PASS: runtime/retropack-runtime-pcsx/build/intermediates/cxx/Debug/3uf4qy72/obj/arm64-v8a/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1375358Z ✅ PASS: runtime/retropack-runtime-pcsx/build/intermediates/cxx/Debug/3uf4qy72/obj/x86_64/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1377577Z ✅ PASS: runtime/retropack-runtime-pcsx/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/arm64-v8a/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1379412Z ✅ PASS: runtime/retropack-runtime-pcsx/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/x86_64/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1381111Z ✅ PASS: runtime/retropack-runtime-pcsx/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/arm64-v8a/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1382732Z ✅ PASS: runtime/retropack-runtime-pcsx/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/x86_64/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1384362Z ✅ PASS: runtime/retropack-runtime-pcsx/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1386020Z ✅ PASS: runtime/retropack-runtime-pcsx/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1387803Z ✅ PASS: runtime/retropack-runtime-pcsx/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1389486Z ✅ PASS: runtime/retropack-runtime-pcsx/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-pcsx.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1391017Z ✅ PASS: runtime/retropack-runtime-ppsspp/build/intermediates/cxx/Debug/6j612z2i/obj/arm64-v8a/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1392428Z ✅ PASS: runtime/retropack-runtime-ppsspp/build/intermediates/cxx/Debug/6j612z2i/obj/x86_64/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1394123Z ✅ PASS: runtime/retropack-runtime-ppsspp/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/arm64-v8a/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1395998Z ✅ PASS: runtime/retropack-runtime-ppsspp/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/x86_64/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1397870Z ✅ PASS: runtime/retropack-runtime-ppsspp/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/arm64-v8a/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1399535Z ✅ PASS: runtime/retropack-runtime-ppsspp/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/x86_64/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1401235Z ✅ PASS: runtime/retropack-runtime-ppsspp/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1402906Z ✅ PASS: runtime/retropack-runtime-ppsspp/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1404607Z ✅ PASS: runtime/retropack-runtime-ppsspp/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1406320Z ✅ PASS: runtime/retropack-runtime-ppsspp/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-ppsspp.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1408152Z ✅ PASS: runtime/retropack-runtime-snes9x/build/intermediates/cxx/Debug/5r3b2tr3/obj/arm64-v8a/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1409885Z ✅ PASS: runtime/retropack-runtime-snes9x/build/intermediates/cxx/Debug/5r3b2tr3/obj/x86_64/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1411560Z ✅ PASS: runtime/retropack-runtime-snes9x/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/arm64-v8a/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1413446Z ✅ PASS: runtime/retropack-runtime-snes9x/build/intermediates/library_and_local_jars_jni/debug/copyDebugJniLibsProjectAndLocalJars/jni/x86_64/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1415194Z ✅ PASS: runtime/retropack-runtime-snes9x/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/arm64-v8a/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1416846Z ✅ PASS: runtime/retropack-runtime-snes9x/build/intermediates/library_jni/debug/copyDebugJniLibsProjectOnly/jni/x86_64/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1418688Z ✅ PASS: runtime/retropack-runtime-snes9x/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1420363Z ✅ PASS: runtime/retropack-runtime-snes9x/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/x86_64/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1422063Z ✅ PASS: runtime/retropack-runtime-snes9x/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/arm64-v8a/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1423781Z ✅ PASS: runtime/retropack-runtime-snes9x/build/intermediates/stripped_native_libs/debug/stripDebugDebugSymbols/out/lib/x86_64/libretropack-runtime-snes9x.so aligned to 0x4000 (>= 16 KB)
2026-09-26T13:18:03.1425381Z ✅ PASS: template-apk/build/intermediates/merged_native_libs/debug/mergeDebugNativeLibs/out/lib/arm64-v8a/libretropack-runtime-fbneo.so aligned to 0x4000 (>= 16 KB)
